HIP;HD;Fl;Bayer;Bayer_cst;Cst;Vmag;VarFlag;VarID;RAdeg;DEdeg;Plx;pmRA;pmDE;B-V;V-I;Period;HvarType;Ncomp;MultFlag;m_HIP;SpType;Teff;Name;Name_r
38722;64648;85;;Gem;Gem;5,38;;;118,91626746;+19,88406657;9,61;-14,67;-39,79;-0,035;-,01;;C;1;;;A0Vs;;;
38723;64491;;;;Lyn;6,23;;;118,92028680;+35,41274781;16,55;-56,04;-26,18;0,277;0,31;;;1;;;A3p;6968;;
38732;65211;;;;Pup;6,02;;;118,94414755;-43,84505768;3,81;-12,42;1,40;-0,111;-,10;;D;2;C;AB;B6V;14162;;
38783;65662;;;;Car;5,74;;;119,07772578;-60,52646168;2,62;-4,33;10,59;1,554;1,50;;;1;;;K4II;;;
38792;65183;;;;Pup;6,28;2;PXPup;119,09468059;-30,28453466;2,67;-1,53;-14,44;1,476;3,18;;U;1;;;M5/M6III;;;
38794;64938;;;;CMi;6,16;;;119,09962936;+04,48558456;3,86;-6,42;-7,32;0,957;0,96;;C;1;;;G8III;;;
38827;65575;;chi;Car;Car;3,46;;chiCar;119,19475729;-52,98240062;8,43;-28,38;16,76;-0,177;-,17;;;1;G;;B3IVp;;;
38835;65228;11;j;Pup;Pup;4,20;;;119,21482616;-22,88014849;6,49;-29,61;12,28;0,718;0,75;;;1;;;F7/F8II;5739;;
38846;65460;;;;Pup;5,36;1;;119,24087180;-43,50042396;2,91;-10,60;5,31;-0,166;-,17;;M;1;G;;B2.5V;18999;;
38845;65442;;;;Pup;6,09;;;119,24088448;-42,40651530;4,64;21,49;16,42;1,361;1,26;;C;1;;;K3III;;;
38848;64960;1;;Cnc;Cnc;5,80;;;119,24778711;+15,79038246;7,06;-28,28;-41,64;1,285;1,14;;C;1;;;K3III;;;
38863;65908;;;;Car;6,14;;;119,30316882;-63,29688070;7,03;-0,61;18,96;-0,103;-,09;;;1;;;B8V;12134;;
38868;65066;;;;CMi;6,03;;;119,31617316;+08,64127641;11,08;-3,43;-23,23;1,000;0,94;;;1;;;K0III;4885;;
38870;65123;;;;CMi;6,35;;;119,31829276;+01,12702230;17,09;-164,71;2,90;0,507;0,58;;D;1;;;F6V;6351;;
38872;65551;;N;Pup;Pup;5,08;;;119,32679394;-44,10987569;2,54;-11,48;6,92;-0,166;-,17;;;1;;;B2.5IV;19084;;
38879;65598;;;;Pup;6,21;;;119,33365125;-47,89072855;3,23;-9,12;9,46;-0,099;-,08;;D;2;C;AB;B5V;14766;;
38901;65456;;chi;Pup;Pup;4,76;;;119,41713237;-30,33458703;2,26;-8,11;7,14;0,151;0,24;;;1;;;A7III;;;
38908;65907;;;;Car;5,59;;;119,44293578;-60,30336068;61,76;518,38;118,86;0,573;0,65;;;1;;;G2V...;6005;;
38917;65685;;O;Pup;Pup;5,14;;;119,46555642;-45,57774475;10,87;-17,29;31,33;1,263;1,13;;C;1;;;K2III;;;
38925;65638;;;;Pup;6,46;;;119,47829592;-40,78436106;5,69;23,32;3,61;0,979;0,96;;C;1;;;K0III;4972;;
38945;65241;;;;CMi;6,42;2;BUCMi;119,52459597;+07,21355485;3,87;-11,96;-10,26;-0,031;0,01;;U;1;;;A0V;10829;;
38957;65818;;V;Pup;Pup;4,47;2;VPup;119,56018303;-49,24492865;2,80;-7,48;6,91;-0,180;-,14;1,45;P;1;;;B1Vp+B2;;;
38959;64958;;;;Lyn;6,36;;;119,56888565;+43,97736214;6,30;38,82;4,94;1,043;1,01;;C;1;;;K0;4772;;
38962;65345;14;;CMi;CMi;5,30;;;119,58644862;+02,22452544;12,33;-162,54;99,28;0,933;0,93;;;1;;;K0III;5018;;
38963;65867;;;;Car;6,44;;;119,58946876;-51,44857837;6,29;-42,61;43,90;0,260;0,29;;C;1;;;A8/A9IV;7396;;
38975;65257;;;;Cnc;6,05;;;119,63114807;+16,51869028;2,33;-7,30;-4,35;1,468;1,48;;C;1;;;K0;;;
38994;66194;;;;Car;5,77;2;V374Car;119,71065387;-60,82448838;3,17;-4,54;10,73;-0,082;-,02;;U;1;;;B2IVnpe;25293;;
39014;65904;;;;Pup;5,98;;;119,75754809;-45,21586305;3,03;-11,58;7,92;-0,143;-,14;;;1;;;B4V;;;
39023;65699;12;;Pup;Pup;5,09;;;119,77384363;-23,31040264;4,15;-11,74;2,75;1,111;1,07;;C;1;;;G8II;4864;;
39035;66005;;;;Pup;6,35;;;119,80129013;-49,97686927;2,54;-5,37;7,53;-0,151;-,15;;D;1;C;;B2IV-V;;;
39038;66006;;;;Pup;6,37;;;119,80652353;-49,97378939;3,89;-10,57;7,29;-0,089;-,07;;D;1;C;;B2IV-V;;;
39041;66920;;;;Vol;6,33;;;119,81573907;-73,24412159;7,97;-6,77;-20,33;0,128;0,14;;;1;;;A3III;8247;;
39061;65925;;;;Pup;5,22;;;119,86843828;-39,29683773;17,28;-78,34;-43,68;0,400;0,47;;D;2;C;AB;F3V;6639;;
39067;65522;;;;Cnc;6,05;;;119,89611315;+13,24220492;10,83;-20,60;-16,16;1,325;1,19;;C;1;;;K2;;;
39070;66342;;;;Car;5,19;2;V460Car;119,90644286;-60,58708857;3,12;-3,52;11,27;1,758;2,12;;U;1;;;M0II;;;
39073;66341;;;;Car;6,30;;;119,91705080;-60,20737695;2,39;-4,41;10,68;-0,050;-,03;;;1;;;B8III;;;
39079;65695;27;;Mon;Mon;4,93;;;119,93410303;-03,67957835;13,06;-55,17;-1,84;1,205;1,22;;C;1;;;K2III;4453;;
39094;65392;;;;Lyn;6,50;;;119,96413674;+36,08209513;4,01;-26,72;-8,09;1,561;1,58;;;1;;;K5;;;
39095;65810;;;;Pup;4,61;;;119,96689649;-18,39914242;13,69;-7,29;-35,07;0,087;0,11;;C;1;;;A1V;8715;;
39117;64307;;;;Cam;5,37;;;120,04898399;+73,91801010;4,66;-8,43;-37,40;1,424;1,41;;;1;;;K3III;;;
39122;66210;;;;Pup;6,01;;;120,06132736;-48,98161594;8,65;-34,18;43,93;0,042;0,06;;C;1;;;A2V;9063;;
39138;66591;;D;Car;Car;4,81;;;120,08320513;-63,56750271;6,02;-1,88;19,31;-0,173;-,16;;C;1;;;B3V;24090;;
39153;66255;;;;Pup;6,13;1;PYPup;120,12068883;-48,87177402;2,16;-5,97;2,57;-0,085;-,07;6,82;P;1;;;A0p;;;
39172;65875;;;;Mon;6,41;2;V695Mon;120,18390745;-02,88192476;1,05;-5,69;2,99;-0,087;0,07;;U;1;;;B2.5Ve;;;
39177;65759;3;;Cnc;Cnc;5,60;;;120,19714045;+17,30870968;4,52;-10,34;-2,73;1,317;1,11;;C;1;;;K3III;4300;;
39180;65735;;;;Cnc;6,30;;;120,20040476;+19,81623542;9,45;8,78;-8,03;1,109;0,96;;C;1;;;K1III;4710;;
39184;66441;;;;Car;5,87;;;120,20818254;-54,15129599;4,66;-26,20;8,56;-0,134;-,13;;C;1;;;B5Vn;;;
39191;65714;2;ome;Cnc;Cnc;5,87;;;120,23275932;+25,39282019;2,90;17,78;6,49;1,021;0,99;;C;1;;;G8III:;4995;;
39194;65757;;;;Cnc;6,34;;;120,25330632;+23,58316149;11,83;-19,63;-28,17;1,160;1,00;;D;2;C;AB;K1III-IV;;;
39198;65938;;;;Mon;6,45;;;120,26436586;-06,41908231;15,01;-76,20;-46,23;0,838;0,86;;C;1;G;;G5;5205;;
39211;65953;28;;Mon;Mon;4,69;1;V645Mon;120,30540155;-01,39242418;6,90;65,97;-75,73;1,475;1,54;;M;1;;;K4III;3999;;
39213;65900;;;;CMi;5,65;;;120,30795569;+04,87977849;9,42;-32,14;18,55;0,013;0,03;;;1;;;A1V;9568;;
39221;65301;;;;Lyn;5,78;;;120,33644785;+59,04731836;22,94;25,30;32,64;0,421;0,49;;;1;G;;F2:V:;6681;;
39225;66546;;;;Car;6,12;2;V461Car;120,34603423;-54,51554272;2,47;-5,90;5,24;-0,044;-,02;2,51;P;1;;;B2IV-V;;;
39236;65873;5;;Cnc;Cnc;5,99;;;120,37619077;+16,45532309;6,91;4,25;-5,94;-0,024;0,00;;C;1;;;B9.5Vn;9727;;
39238;66607;;;;Car;6,28;;;120,38160067;-55,45467367;4,88;-15,41;7,45;-0,146;-,14;;C;1;;;B4V;16368;;
39251;66358;;;;Pup;5,90;;;120,40636615;-37,28373201;5,48;-2,31;4,97;0,147;0,16;;C;1;;;A3IV;8054;;
39261;65339;53;;Cam;Cam;6,02;;AXCam;120,42705665;+60,32440752;10,16;-33,56;-22,24;0,158;0,17;;;1;G;;A2p...;;;
39263;65856;4;;Cnc;Cnc;6,32;;;120,43238778;+25,08943685;5,45;-23,32;11,69;0,023;0,04;;C;1;;;A1V;9354;;
39271;66011;;;;CMi;6,22;;;120,46137519;+08,91393208;16,77;-1,32;24,20;0,570;0,64;;C;1;;;G0IV;6146;;
39279;65801;;;;Lyn;6,34;1;;120,47999582;+35,41308517;4,96;-25,04;-6,78;1,564;1,58;;M;1;;;K0;;;
39299;66435;;;;Pup;6,31;2;;120,52554892;-37,05007505;3,96;3,44;13,11;1,599;2,32;;U;1;;;M3III;;;
39311;66141;;G;CMi;CMi;4,39;;;120,56647202;+02,33431429;12,49;-28,04;105,49;1,252;1,27;;C;1;;;K2III;4317;;
39326;66242;;;;Mon;6,34;;;120,60819024;-06,33710792;9,18;6,27;-11,25;0,615;0,67;;C;1;;;G0III;5821;;
39340;65448;;;;Cam;6,09;;;120,62842941;+63,09034005;6,24;-12,01;-13,79;0,580;0,65;;D;2;C;AC;G1III;;;
39348;65626;54;;Cam;Lyn;6,48;1;AELyn;120,64926248;+57,27377091;9,84;-38,28;-59,08;0,649;0,71;;M;1;;;F8V;5792;;
39360;66624;;;;Pup;5,52;1;V336Pup;120,68662049;-41,30986539;6,71;-6,11;15,23;-0,152;-,15;2,00;P;1;;;ApSi;;;
39380;66598;;;;Pup;5,83;;;120,76737445;-32,46357097;6,29;-13,05;9,61;1,225;1,21;;C;1;;;K2/K3III;;;
39420;66812;;;;Pup;6,28;;;120,87341734;-42,94832058;4,18;-18,55;-2,68;1,008;0,97;;;1;;;G8II;4969;;
39424;66216;;chi;Gem;Gem;4,94;;;120,87957982;+27,79441794;12,66;-28,53;-35,25;1,130;1,09;;C;1;G;;K2III;4553;;
39429;66811;;zet;Pup;Pup;2,21;1;;120,89612561;-40,00318846;2,33;-30,82;16,77;-0,269;-,22;;M;1;;;O5IAf;38750;Naos;Наос
39487;66888;;;;Pup;5,25;2;MZPup;121,06747264;-32,67484684;1,39;-5,31;7,48;1,882;2,58;;U;1;;;M2II;;;
39514;66885;;;;Pup;6,35;1;;121,13603787;-25,69969807;3,96;-16,32;-16,01;1,461;1,47;;U;2;C;AB;K5/M0III;;;
39524;66834;14;;Pup;Pup;6,12;;;121,17258828;-19,72815612;2,07;-5,35;3,36;-0,154;-,15;;;1;;;B3III;16862;;
39527;67249;;;;Vel;5,96;;;121,17669801;-50,59039998;2,40;-8,61;1,70;1,213;1,15;;C;1;;;G5II;;;
39530;67536;;;;Car;6,25;2;V375Car;121,17891287;-62,83637455;2,61;-5,60;11,37;-0,093;-,07;1,02;P;1;;;B2.5Vn;;;
39535;66552;;;;Cnc;6,21;;;121,18882813;+18,84206757;10,92;-25,73;-19,63;-0,042;0,00;;C;1;;;B9V;10209;;
39538;64486;;;;Cam;5,39;;;121,19660915;+79,47974268;9,88;-36,46;-53,75;-0,040;-,02;;D;1;;;A0p...;;;
39566;67364;;;;Car;5,52;;;121,26544452;-53,10791360;8,29;2,46;-3,08;1,347;1,25;;C;1;;;K3/K4III;;;
39567;66664;8;;Cnc;Cnc;5,14;;;121,26879080;+13,11837053;15,49;-35,20;-63,86;0,018;0,04;;C;1;;;A1V;9462;;
39584;67341;;;;Vel;6,18;2;MXVel;121,33461827;-46,97842667;1,69;-6,07;6,43;-0,138;-,13;;U;1;;;B3Vnp;;;
39607;66684;;;;Cnc;6,21;;;121,40439059;+27,52976278;3,49;5,34;-11,11;0,010;0,03;;D;2;C;AB;A0V;9943;;
39617;67243;;;;Pup;6,15;;;121,43704092;-33,56944572;0,96;-7,62;4,24;1,098;1,06;;D;1;C;;G1Ib;5134;;
39625;66950;;;;Mon;6,40;;;121,45683895;-00,57332266;4,58;-13,47;1,09;1,058;0,90;;;1;;;K0;;;
39659;66875;9;;Cnc;Cnc;5,96;2;BLCnc;121,57666469;+22,63551163;5,21;-7,43;-9,03;1,652;2,23;;U;1;;;M3III;;;
39675;67159;;;;Mon;6,25;;;121,61423328;-09,24446994;4,11;-5,84;5,19;-0,006;0,00;;D;1;;;B9V;10233;;
39690;67582;;;;Vel;5,04;1;;121,66809949;-45,26604229;2,63;-5,28;11,00;1,488;1,51;;M;1;;;K3III;;;
39691;67621;;;;Vel;6,34;;;121,67338693;-48,49741254;2,38;-6,95;9,78;-0,172;-,18;;C;1;;;B3III;;;
39722;66824;28;;Lyn;Lyn;6,35;;;121,79147297;+43,26044834;6,90;-12,56;-34,36;-0,020;0,00;;;1;;;A1V;10233;;
39730;67408;;;;Pup;6,50;;;121,81680540;-17,36880923;5,12;-45,53;26,72;1,246;1,20;;C;1;;;K1III;;;
39734;67456;;;;Pup;5,33;;;121,82519225;-20,55434589;2,67;-10,36;1,65;0,100;0,15;;;1;;;A3Ib/II;8194;;
39757;67523;15;rho;Pup;Pup;2,83;2;rhoPup;121,88625899;-24,30443677;51,99;-83,29;46,38;0,458;0,42;0,14;P;1;;;F2mF5IIp;6687;Tureis;Турейс
39780;67228;10;mu,;Cnc;Cnc;5,30;;;121,94100510;+21,58197937;42,86;23,08;-67,23;0,642;0,71;;;1;;;G2IV;5761;;
39794;68520;;eps;Vol;Vol;4,35;;;121,98266997;-68,61713647;5,08;-29,88;30,58;-0,113;-,10;;D;2;C;AB;B6IV;13712;;
39843;68423;;;;Car;6,32;;;122,10271092;-63,80083385;4,17;-7,68;5,41;-0,058;-,04;;;1;;;B6V;12359;;
39847;67006;27;;Lyn;Lyn;4,78;;;122,11459795;+51,50667575;14,96;-60,10;-2,15;0,048;0,10;;C;1;;;A2V;9354;;
39863;67594;29;zet;Mon;Mon;4,36;;;122,14857362;-02,98377649;1,76;-16,79;-3,89;0,970;0,92;;;1;;;G2Ib;5250;;
39866;67888;;;;Pup;6,36;2;PQPup;122,15686745;-37,68124187;1,84;-7,81;8,71;-0,054;-,03;;U;1;;;B3V;;;
39874;67483;12;;Cnc;Cnc;6,25;;;122,17684992;+13,64094892;11,72;2,56;-13,08;0,480;0,55;;C;1;;;F3V;6315;;
39876;67751;;;;Pup;6,37;;;122,18159545;-20,36317828;2,25;-7,25;2,25;0,141;0,16;;C;1;;;A3III;;;
39898;67725;;;;Mon;6,31;;;122,23689529;-11,33964517;4,47;-14,80;-2,04;0,011;0,03;;C;1;;;A0Vn;9970;;
39903;68456;;B;Car;Car;4,74;;;122,25357658;-61,30170580;46,75;-155,04;-297,69;0,437;0,53;;C;1;X;;F5V;6487;;
39906;67797;16;;Pup;Pup;4,40;;;122,25684770;-19,24500094;6,90;-9,97;-5,46;-0,160;-,14;;;1;;;B5V;17054;;
39919;68161;;;;Vel;5,66;1;NNVel;122,28964371;-48,68440955;3,75;-10,30;-1,26;-0,101;-,08;17,03;P;1;;;B8Ib/II;;;
39920;67977;;;;Pup;6,21;;;122,29245558;-35,45504736;8,37;-0,44;13,41;0,892;0,92;;;1;;;G8III;5142;;
39938;67370;;;;Lyn;6,26;;;122,34608921;+42,43078783;5,32;-10,93;-73,67;1,263;1,22;;C;1;;;K3III:;;;
39943;67880;;;;Pup;5,66;;;122,36891634;-16,24890678;3,54;-8,83;-6,19;-0,153;-,15;;C;1;G;;B4V;;;
39953;68273;;gam02;Vel;Vel;1,75;1;gam02Vel;122,38314727;-47,33661177;3,88;-5,93;9,90;-0,145;-,14;;U;1;;;WC8+O9I;;;
39957;68434;;;;Car;5,66;;;122,39013231;-56,08547484;8,58;1,56;37,14;0,204;0,22;;C;1;G;;A3m...;;;
39958;67542;;;;Cnc;6,47;;;122,39662080;+29,09309528;0,83;-10,58;-7,91;0,804;0,84;;C;1;;;G0II;;;
39961;68217;;;;Vel;5,20;1;;122,39967933;-44,12277919;2,87;-11,98;2,54;-0,173;-,18;;U;1;;;B2IV-V;22080;;
39970;68324;;;;Vel;5,23;1;ISVel;122,42983160;-47,93721650;3,54;-6,31;9,60;-0,199;-,21;;M;1;;;B1IVe;;;
39974;68242;;;;Pup;6,27;;;122,44875204;-42,64082338;3,33;-8,72;8,41;-0,036;-,01;;D;2;C;AB;B+...;12247;;
39995;67224;;;;Lyn;5,91;;;122,51583214;+58,24842270;5,82;-19,45;-74,21;1,365;1,33;;;1;;;K4III:;;;
40007;67690;13;psi01;Cnc;Cnc;6,44;;;122,55464962;+25,84455571;3,16;-15,12;-30,84;1,420;1,40;;;1;;;K0;;;
40016;68478;;;;Vel;6,46;;;122,58571945;-49,23735993;2,00;-10,01;5,24;-0,140;-,13;;C;1;;;B3IV;;;
40023;67767;14;psi;Cnc;Cnc;5,73;1;;122,61344988;+25,50817993;23,82;-71,82;-348,06;0,825;0,79;;U;1;;;G8IV;5262;;
40035;68146;18;;Pup;Pup;5,53;;;122,66656902;-13,79934746;44,47;-250,56;57,68;0,488;0,56;;;1;;;F7V;6293;;
40058;67959;;;;Cnc;6,22;;;122,74540846;+14,62951511;5,61;-22,30;-16,78;0,010;0,03;;C;1;;;A1V;9300;;
40063;68450;;;;Pup;6,42;;;122,75702941;-37,29238656;1,33;-4,72;5,82;-0,045;0,05;;C;1;;;B0III;;;
40077;68657;;;;Vel;5,83;;;122,79501934;-48,46200365;4,48;-17,24;4,02;-0,146;-,15;;;1;;;B3V;;;
40084;68290;19;;Pup;Pup;4,72;;;122,81800545;-12,92701835;17,64;-26,04;8,08;0,939;0,93;;;1;;;K0III;4933;;
40085;68099;;;;Cnc;6,08;;;122,81918033;+09,82126887;3,74;-6,92;-15,99;-0,104;-,09;;C;1;;;B6III;12804;;
40086;67539;;;;Lyn;6,48;;;122,82513547;+54,54046580;5,87;47,34;-93,70;0,940;0,93;;C;1;;;G5;4781;;
40091;68553;;h01;Pup;Pup;4,44;1;NSPup;122,83958436;-39,61855304;1,74;-8,91;3,10;1,590;1,62;;U;1;;;K4III;;;
40096;68601;;;;Pup;4,73;1;;122,85790344;-42,98728888;0,70;-5,33;4,60;0,164;0,30;;M;1;;;A7Ib;;;
40107;68312;;;;Hya;5,36;;;122,88762397;-07,77247623;10,32;-42,98;-25,84;0,892;0,85;;C;1;;;G8III;5100;;
40155;68808;;AH;Vel;Vel;5,77;2;AHVel;122,99988027;-46,64436989;2,23;-3,65;7,61;0,626;0,69;4,23;P;1;;;F7p;6097;;
40160;68763;;;;Vel;6,48;1;;123,02525761;-43,40045038;0,48;-5,02;4,40;1,704;1,73;;U;1;;;K3III:;;;
40167;68255;16;zet;Cnc;Cnc;4,67;;;123,05295353;+17,64813756;39,11;28,29;-150,94;0,531;0,60;;D;3;C;;G0V;6192;Tegmine;Тегмен
40183;68895;;;;Vel;6,00;;;123,12831936;-46,26430821;4,62;-5,50;9,34;-0,113;-,12;;D;2;C;AB;B5V;15668;;
40215;67447;55;;Cam;UMa;5,34;;;123,20328577;+68,47405416;3,07;-1,05;7,32;1,037;0,96;;;1;;;G8II;4906;;
40220;68862;;;;Pup;6,40;;;123,21482669;-37,92446687;5,81;-3,90;-1,24;0,108;0,12;;C;1;;;A3V;;;
40231;68461;;;;Cnc;6,03;;;123,24890279;+16,51434897;6,18;-10,85;-12,03;0,890;0,89;;C;1;;;G8III;4971;;
40240;68351;15;;Cnc;Cnc;5,62;;BMCnc;123,28697716;+29,65658620;3,74;-10,39;-20,48;-0,073;-,05;;;1;;;B9pSiCr;;;
40259;68752;20;;Pup;Pup;4,99;;;123,33322933;-15,78821451;2,65;-11,52;-2,85;1,066;1,02;;;1;;;G5Ib/II;4936;;
40263;68667;;;;Hya;6,48;;;123,34080229;-01,16589834;6,28;-28,75;5,39;0,918;0,90;;;1;;;K0;5010;;
40274;68980;;r;Pup;Pup;4,78;2;MXPup;123,37301019;-35,89954225;3,33;-7,30;10,07;-0,110;-,01;;U;1;;;B2ne;28907;;
40282;69194;16;;Vel;Vel;5,52;2;;123,39261076;-50,19606698;4,33;21,68;-1,96;1,651;1,93;;U;1;;;M1III;;;
40285;69144;;;;Vel;5,14;1;NOVel;123,40068034;-46,99165320;3,36;-10,31;10,34;-0,139;-,13;4,82;P;1;;;B2.5IV;;;
40291;69002;;;;Pup;6,38;;;123,42104390;-33,56955241;8,65;33,76;9,96;1,141;1,08;;C;1;;;K2III;;;
40299;69168;;;;Vel;6,49;;;123,44024303;-46,57869454;3,23;-8,26;4,32;-0,159;-,16;;;1;;;B3V;;;
40305;68077;;;;Lyn;5,88;;;123,45916037;+56,45231827;6,59;-21,44;-29,59;1,016;0,99;;C;1;;;G9III;4940;;
40321;69081;;;;Pup;5,09;;OSPup;123,49299197;-36,32229977;2,77;-8,66;7,89;-0,184;-,19;;;1;;;B2V:;24680;;
40324;69082;;;;Pup;6,11;;;123,49460507;-36,34079527;2,20;-7,21;7,69;-0,185;-,17;;;1;;;B2IV/V;18547;;
40326;69142;;h02;Pup;Pup;4,42;;;123,51202967;-40,34773028;10,50;44,84;-65,79;1,170;1,15;;;1;O;;K1II/III;;;
40341;69080;;;;Pup;6,07;;;123,54599673;-32,14072755;2,07;-7,01;6,79;-0,159;-,16;;;1;;;B2V;19544;;
40342;68703;;;;Cnc;6,47;;;123,54642043;+17,67591954;9,91;0,89;14,75;0,331;0,32;;D;1;;;A0Vne...;7362;;
40344;69123;;;;Pup;5,77;;;123,55537215;-35,49007215;14,38;-46,16;21,91;1,024;1,01;;;1;;;K1III;4850;;
40354;68776;;;;Cnc;6,39;;;123,58752479;+13,04834017;4,20;-18,85;-18,35;1,034;0,88;;;1;;;G8III;;;
40357;69302;;;;Vel;5,86;;;123,59949300;-45,83454842;3,61;-8,83;10,71;-0,176;-,18;;;1;;;B2IV-V;;;
40397;69404;;;;Vel;6,45;1;;123,71352105;-46,48591091;2,45;-5,24;7,94;-0,149;-,15;;U;1;;;B3Vnne;;;
40429;69863;;C;Car;Car;5,16;;;123,81647486;-62,91561677;13,47;-26,87;-10,95;0,086;0,10;;D;2;C;AB;A+...;;;
40433;69596;;;;Vel;6,44;;;123,84695805;-50,44920558;4,44;-16,19;-6,68;1,520;1,60;;;1;;;K3/K4III;;;
40474;68457;56;;Cam;UMa;6,43;1;;123,96049771;+60,38058320;6,53;-16,12;7,62;0,210;0,23;;U;2;C;AB;A7Vm;7495;;
40476;69445;;;;Pup;6,22;;;123,96905389;-30,92591456;9,34;-49,71;-12,32;0,777;0,81;;D;2;C;AB;G6:III+...;;;
40485;69511;;;;Pup;6,15;1;;123,99511855;-35,90320668;1,72;-8,11;6,59;1,549;1,61;;U;1;;;K2III;4020;;
40526;69267;17;bet;Cnc;Cnc;3,53;;;124,12895101;+09,18566295;11,23;-46,80;-48,65;1,481;1,47;;;1;G;;K4III;4099;Tarf;Тарф
40559;65299;;;;Cam;6,45;;;124,22484099;+84,05768861;5,74;-9,68;-19,14;0,052;0,06;;C;1;;;A3IV;;;
40604;69665;21;;Pup;Pup;6,32;;;124,34641379;-16,28509282;3,80;-11,80;-7,68;0,057;0,07;;;1;;;A1V;9065;;
40617;69478;;;;Cnc;6,28;;;124,38191524;+08,86632545;3,07;-13,49;-6,50;0,980;0,95;;C;1;;;G8III;;;
40639;69904;;;;Pup;6,42;2;;124,44230214;-36,06759473;0,76;-3,44;1,51;1,446;1,44;;U;1;;;M0III+A3/5;;;
40646;68930;29;;Lyn;Lyn;5,63;;;124,46008016;+59,57112846;10,73;-4,22;1,85;0,182;0,20;;C;1;;;A7IV;8054;;
40655;70267;;;;Car;6,47;;;124,48246427;-59,16676267;12,84;-49,04;-25,86;0,397;0,46;;;1;;;F5V;6614;;
40656;69879;;;;Pup;6,43;;;124,49275494;-30,00370618;6,99;30,08;3,81;1,040;0,98;;;1;;;K0III;4811;;
40675;69629;;;;Cnc;6,42;;;124,56013945;+15,67793154;6,72;-18,83;-4,71;1,018;0,99;;C;1;;;K0;;;
40677;69149;;;;Lyn;6,26;;;124,56587279;+54,14376822;3,06;-21,30;-29,62;1,558;1,56;;;1;;;K5;;;
40678;70002;;;;Pup;5,59;;;124,57244799;-35,45170517;7,90;11,40;1,01;1,246;1,21;;;1;;;K2III;;;
40680;70514;;;;Vol;5,06;;;124,57823985;-65,61324550;11,01;20,70;22,11;1,129;1,08;;C;1;;;K1III;;;
40693;69830;;;;Pup;5,95;;;124,59908460;-12,62976955;79,48;279,30;-989,03;0,754;0,79;;;1;;;K0V;5421;;
40702;71243;;alf;Cha;Cha;4,05;1;;124,63027850;-76,91998251;51,40;109,84;106,92;0,413;0,49;;M;1;;;F5III;6736;;
40706;70060;;q;Pup;Pup;4,44;;;124,63913830;-36,65953286;35,06;-111,27;100,62;0,222;0,25;;;1;;;A4m...;7930;;
40749;70309;;;;Vel;6,45;;;124,77332023;-48,19787583;3,96;-14,37;9,39;-0,131;-,12;;C;1;;;B3V;;;
40766;69997;;;;Hya;6,31;;HQHya;124,81294976;-10,16584342;9,24;-44,81;36,90;0,329;0,38;;;1;;;F3IIIp;7290;;
40772;69148;57;;Cam;UMa;5,73;1;;124,82159867;+62,50713912;6,93;-20,48;8,41;0,891;0,90;;U;1;;;G8III;;;
40787;70235;;;;Pup;6,44;;;124,87299244;-34,59014713;4,00;-8,88;4,31;-0,079;-,06;;C;1;;;B8Ib/II;12253;;
40793;68375;;;;Cam;5,55;;;124,88421821;+75,75686931;11,18;32,28;15,76;0,902;0,90;;C;1;;;G8III;5106;;
40817;71046;;kap01;Vol;Vol;5,33;;;124,95414818;-71,51499632;8,35;-17,29;37,04;-0,063;-,04;;C;1;;;B9III/IV;;;
40818;70013;;;;Hya;6,04;;;124,95770100;+03,94808579;5,63;26,42;-22,09;0,964;1,00;;D;2;C;AB;G8III;;;
40834;71066;;kap02;Vol;Vol;5,63;;;125,00232960;-71,50546247;8,25;-17,73;35,09;-0,099;-,08;;C;1;;;A0p;12045;;
40843;69897;18;chi;Cnc;Cnc;5,13;;;125,01613464;+27,21862138;55,17;-18,38;-376,26;0,487;0,56;;;1;;;F6V;6266;;
40858;70110;;;;Hya;6,18;;;125,05406858;-00,90910329;24,50;39,29;-86,53;0,607;0,68;;C;1;;;F9V;5964;;
40859;70148;;;;Hya;6,12;;;125,07088469;-05,32982448;6,32;14,92;-43,27;1,329;1,33;;C;1;;;K2III;;;
40866;69994;;;;Cnc;5,80;;;125,08721890;+20,74783186;6,39;64,81;-45,59;1,137;1,10;;C;1;;;K1III;4650;;
40875;69548;30;;Lyn;Lyn;5,89;;;125,10832165;+57,74324466;31,57;57,08;13,92;0,421;0,49;;C;1;;;F4V;6702;;
40876;70302;;;;Pup;6,12;;;125,11399520;-22,92467992;4,58;-16,72;0,15;1,039;0,98;;;1;;;G8/K0III;;;
40878;69682;;;;Lyn;6,50;;;125,12149726;+53,57435244;15,94;-64,92;-107,12;0,300;0,34;;;1;;;F0IV;7261;;
40881;70011;19;lam;Cnc;Cnc;5,92;;;125,13395549;+24,02235699;7,78;-20,67;-17,84;-0,039;-,02;;C;1;;;B9.5V;10162;Piautos;Пиаутос
40888;71701;;the;Cha;Cha;4,34;;;125,16203304;-77,48457640;21,22;-129,09;40,78;1,161;1,10;;C;1;;;K0III-IV;;;
40889;68951;;;;UMa;6,00;1;;125,16798187;+72,40729324;3,44;2,52;-24,97;1,537;1,59;;U;1;;;M0III;;;
40926;70982;;;;Car;6,11;;;125,28186889;-64,10595398;7,02;-7,58;-19,95;0,930;0,90;;C;1;;;G6/G8III;5110;;
